figure_type,figure_no,title_name,variable,variable_rename,flip_sign,regions,models,years,scenarios,type,x,y,facet1,facet2,color,page_filter,scales
timeseriesplot,25,Secondary Energy,Secondary Energy|Biomass Liquids,Biomass Liquids,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,25,Secondary Energy,Secondary Energy|Electricity,Electricity,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,25,Secondary Energy,Secondary Energy|Hydrogen,Hydrogen,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,25,Secondary Energy,Secondary Energy|Petroleum Refining,Refining,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,25,Secondary Energy,Secondary Energy|Synthetic Gas,Synthetic Gas,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,25,Secondary Energy,Secondary Energy|Synthetic Liquids,Synthetic Liquids,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,26,Electricity Capacity,Capacity|Electricity|Coal,Coal,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,26,Electricity Capacity,Capacity|Electricity|Gas,Gas,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,26,Electricity Capacity,Capacity|Electricity|Oil,Oil,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,26,Electricity Capacity,Capacity|Electricity|Solar,Solar,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,26,Electricity Capacity,Capacity|Electricity|Storage Capacity,Storage,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,26,Electricity Capacity,Capacity|Electricity|Wind,Wind,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,26,Electricity Capacity,Capacity|Electricity,Total Electricity,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,27,Electricity Generation,Secondary Energy|Electricity|Coal,Coal,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,27,Electricity Generation,Secondary Energy|Electricity|Gas,Gas,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,27,Electricity Generation,Secondary Energy|Electricity|Oil,Oil,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,27,Electricity Generation,Secondary Energy|Electricity|Solar,Solar,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,27,Electricity Generation,Secondary Energy|Electricity|Wind,Wind,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,27,Electricity Generation,Secondary Energy|Electricity,Total Electricity,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Biomass|w/ CCS,Biomass w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Biomass|w/o CCS,Biomass w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Coal|w/ CCS,Coal w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Coal|w/o CCS,Coal w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Gas|w/ CCS,Gas w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Gas|w/o CCS,Gas w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Oil|w/ CCS,Oil w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Oil|w/o CCS,Oil w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Hydrogen,Hydrogen,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Synthetic Gas,Synthetic Gas,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Synthetic Liquids,Synthetic Liquids,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Biomass|w/ CCS,Biomass w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Biomass|w/o CCS,Biomass w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Coal|w/ CCS,Coal w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Coal|w/o CCS,Coal w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Gas|w/ CCS,Gas w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Gas|w/o CCS,Gas w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Oil|w/ CCS,Oil w/ CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Oil|w/o CCS,Oil w/o CCS,0,usa,model_wm,fives_proj,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,30,Energy CO2 Emissions by Fuel,Emissions|CO2|Energy|Coal,Coal,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,30,Energy CO2 Emissions by Fuel,Emissions|CO2|Energy|Gas,Gas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,30,Energy CO2 Emissions by Fuel,Emissions|CO2|Energy|Oil,Oil,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential,Total Energy,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential|Biogas,Biogas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential|Biomass Liquids,Biomass Liquids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential|Biomass Solids,Biomass Solids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential|Electricity,Electricity,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential|Gas,Gas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential|Hydrogen,Hydrogen,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,31,"Final Energy - Buildings, Residential",Final Energy|Buildings|Residential|Oil,Oil,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial,Total Energy,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial|Biogas,Biogas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial|Biomass Liquids,Biomass Liquids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial|Biomass Solids,Biomass Solids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial|Electricity,Electricity,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial|Gas,Gas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial|Hydrogen,Hydrogen,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,32,"Final Energy - Buildings, Commercial",Final Energy|Buildings|Commercial|Oil,Oil,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,33,Freight Vehicles Sales Share,Energy Service|Transportation|Freight|BEV|Sales Share,BEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,33,Freight Vehicles Sales Share,Energy Service|Transportation|Freight|FCEV|Sales Share,FCEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,33,Freight Vehicles Sales Share,Energy Service|Transportation|Freight|HEV|Sales Share,HEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,33,Freight Vehicles Sales Share,Energy Service|Transportation|Freight|ICE|Sales Share,ICE,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,33,Freight Vehicles Sales Share,Energy Service|Transportation|Freight|PHEV|Sales Share,PHEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,34,Passenger Vehicles Sales Share,Energy Service|Transportation|Passenger|BEV|Sales Share,BEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,34,Passenger Vehicles Sales Share,Energy Service|Transportation|Passenger|FCEV|Sales Share,FCEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,34,Passenger Vehicles Sales Share,Energy Service|Transportation|Passenger|HEV|Sales Share,HEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,34,Passenger Vehicles Sales Share,Energy Service|Transportation|Passenger|ICE|Sales Share,ICE,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,34,Passenger Vehicles Sales Share,Energy Service|Transportation|Passenger|PHEV|Sales Share,PHEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,35,Freight Vehicles Stock Share,Energy Service|Transportation|Freight|BEV|Stock Share,BEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,35,Freight Vehicles Stock Share,Energy Service|Transportation|Freight|FCEV|Stock Share,FCEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,35,Freight Vehicles Stock Share,Energy Service|Transportation|Freight|HEV|Stock Share,HEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,35,Freight Vehicles Stock Share,Energy Service|Transportation|Freight|ICE|Stock Share,ICE,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,35,Freight Vehicles Stock Share,Energy Service|Transportation|Freight|PHEV|Stock Share,PHEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,36,Passenger Vehicles Stock Share,Energy Service|Transportation|Passenger|BEV|Stock Share,BEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,36,Passenger Vehicles Stock Share,Energy Service|Transportation|Passenger|FCEV|Stock Share,FCEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,36,Passenger Vehicles Stock Share,Energy Service|Transportation|Passenger|HEV|Stock Share,HEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,36,Passenger Vehicles Stock Share,Energy Service|Transportation|Passenger|ICE|Stock Share,ICE,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,36,Passenger Vehicles Stock Share,Energy Service|Transportation|Passenger|PHEV|Stock Share,PHEV,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Biogas,Biogas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Biomass Solids,Biomass Solids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Coal,Coal,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Gas,Gas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Hydrogen,Hydrogen,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Oil,Oil,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Synthetic Gas,Synthetic Gas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,37,Generation Inputs,Secondary Energy|Electricity|Input|Synthetic Liquids,Synthetic Liquids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Biogas|w/ CCS,Biogas w/ CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Biogas|w/o CCS,Biogas w/o CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Biomass Solids|w/ CCS,Biomass Solids w/ CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Biomass Solids|w/o CCS,Biomass Solids w/o CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Coal|w/ CCS,Coal w/ CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Coal|w/o CCS,Coal w/o CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Gas|w/ CCS,Gas w/ CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Gas|w/o CCS,Gas w/o CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Oil|w/ CCS,Oil w/ CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,38,Generation Inputs - w/ and w/o CCS,Secondary Energy|Electricity|Input|Oil|w/o CCS,Oil w/o CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,39,CCS Topline,Carbon Sequestration|CCS|Biomass|Energy,BECCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,39,CCS Topline,Carbon Sequestration|CCS|Biomass|Industrial Processes,Bio IPPU CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,39,CCS Topline,Carbon Sequestration|CCS|Fossil|Energy,Fossil Energy CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,39,CCS Topline,Carbon Sequestration|CCS|Non-Biomass|Industrial Processes,Non-Bio IPPU CCS,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Bio Industry,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biogas,Bio Biogas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Bio Biomass Liquids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Bio Biomass Solids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Electricity,Bio Electricity,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Heat,Bio Heat,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Bio Hydrogen,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Petroleum Refining,Bio Petroleum Refining,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Synthetic Gas,Bio Synthetic Gas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Biomass|Energy|Supply|Synthetic Liquids,Bio Synthetic Liquids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Demand|Industry,Fos Industry,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Biogas,Fos Biogas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Biomass Liquids,Fos Biomass Liquids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Biomass Solids,Fos Biomass Solids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Electricity,Fos Electricity,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Heat,Fos Heat,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Hydrogen,Fos Hydrogen,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Petroleum Refining,Fos Petroleum Refining,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Synthetic Gas,Fos Synthetic Gas,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,40,CCS Energy Supply & Demand,Carbon Sequestration|CCS|Fossil|Energy|Supply|Synthetic Liquids,Fos Synthetic Liquids,0,usa,model_wm,fives_proj,scen_wm,grid,year,value,scenario,variable_rename,model,region,free_y
